Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,9238,1,1,151.0,1,37,1,9,138.4,1,0,0,1,0,1,20,0,8,14.25,0,0,12.7,3.7,-1.7,0
1,42,1,8014,0,1,120.0,1,37,38,90,120.0,1,0,0,1,0,0,23,9,19,13.444444444444445,1,0,7.6,2.6,0.32,1
1,1,4,9500,1,1,135.0,1,1,19,9,123.5,1,0,0,1,0,1,19,0,8,12.285714285714286,0,0,12.4,0.5,1.79,0
1,1,2,9070,1,1,121.0,1,19,19,3,116.1,1,0,0,1,0,0,22,0,7,11.666666666666666,0,0,12.7,3.7,-1.7,0
1,1,1,9254,1,1,116.0,1,38,38,5,110.8,1,0,0,1,0,0,18,0,8,12.166666666666666,0,0,11.1,0.6,2.02,0
1,17,1,9853,1,1,147.0,1,37,37,9,142.8,1,0,0,1,0,0,23,0,11,10.0,0,0,7.6,2.6,0.32,1
1,17,4,9070,1,1,160.0,1,1,19,5,126.978119,1,0,0,1,0,0,18,0,6,14.0,0,0,11.1,0.6,2.02,0
1,1,1,9853,1,1,133.0,1,37,19,7,126.7,1,0,0,1,0,0,18,0,9,11.833333333333334,0,0,15.5,2.8,-4.06,0
2,39,1,9773,1,19,132.0,1,37,37,0,126.978119,0,0,1,0,1,0,23,0,7,15.0,0,0,10.8,1.4,1.74,1
1,1,1,171,1,1,151.0,41,3,3,2,126.978119,1,0,0,1,0,1,19,0,0,0.0,0,0,13.9,-0.3,0.79,0
1,17,2,9254,1,1,124.0,41,19,38,9,123.3,1,0,0,1,0,0,22,0,7,10.833333333333334,0,0,13.9,-0.3,0.79,0
1,44,1,9238,1,39,140.0,41,1,1,4,137.5,0,0,1,1,0,1,23,3,7,13.142857142857142,0,0,12.4,0.5,1.79,0
1,18,4,9085,1,1,132.0,1,1,1,4,126.978119,0,0,1,0,0,1,20,2,8,14.4,1,0,12.7,3.7,-1.7,1
4,39,1,9238,1,19,133.1,1,37,37,9,103.5,0,0,0,0,0,0,23,0,0,0.0,0,0,13.9,-0.3,0.79,1
4,39,1,9003,1,19,133.1,1,37,37,9,110.0,0,0,0,1,1,0,23,6,17,12.0,0,0,15.5,2.8,-4.06,0
2,43,1,9991,0,1,132.0,1,37,37,9,128.2,0,0,0,1,1,0,23,6,13,12.2,0,0,7.6,2.6,0.32,0
1,39,1,9085,1,39,120.0,1,37,37,1,137.7,1,0,0,0,1,0,23,3,3,12.333333333333334,0,0,12.4,0.5,1.79,1
1,17,3,9500,1,1,133.0,1,38,19,9,128.8,1,0,0,1,1,0,18,0,8,11.8375,0,0,13.9,-0.3,0.79,0
3,39,1,9991,0,1,120.0,1,37,1,9,126.978119,0,0,0,1,1,0,23,0,5,11.8,0,0,9.4,-0.8,-3.12,0
4,39,2,9147,1,19,133.1,1,37,37,9,116.4,0,0,1,0,1,0,23,0,5,0.0,0,0,10.8,1.4,1.74,1
4,39,1,9130,1,19,133.1,1,37,38,9,100.9,0,0,0,1,1,0,23,0,0,0.0,0,0,15.5,2.8,-4.06,1
2,43,1,9003,1,1,133.1,1,37,37,9,136.0,0,0,0,1,1,0,23,18,19,12.68421052631579,0,0,15.5,2.8,-4.06,0
1,1,1,9254,1,1,140.0,1,19,19,9,130.0,0,0,0,1,1,0,21,0,8,12.571428571428571,0,0,12.7,3.7,-1.7,0
1,39,1,9500,1,1,132.0,41,38,37,9,100.0,0,0,1,0,1,0,23,0,18,11.25,0,0,16.2,0.3,-0.92,1
2,39,1,9130,1,19,133.1,1,2,1,2,126.978119,1,0,0,1,1,0,23,1,13,14.0,3,2,10.8,1.4,1.74,0
1,1,1,9147,1,1,143.0,1,3,1,5,152.1,1,0,1,1,1,0,18,0,15,13.333333333333334,0,0,13.9,-0.3,0.79,1
2,1,1,8014,0,1,132.0,1,37,37,0,126.978119,1,0,0,1,1,0,23,0,7,13.666666666666666,0,0,7.6,2.6,0.32,0
1,1,1,9254,1,1,154.0,1,3,1,2,137.2,0,0,0,1,1,0,20,0,12,10.0,0,0,15.5,2.8,-4.06,0
1,44,1,9003,1,39,140.0,1,1,38,9,140.0,1,0,0,1,1,0,22,0,12,12.6,0,0,12.4,0.5,1.79,0
1,43,1,9119,1,1,140.0,1,37,38,5,146.5,0,0,0,1,1,0,23,0,10,17.333333333333332,0,0,13.9,-0.3,0.79,1
1,44,1,9085,1,39,130.0,1,2,2,6,130.0,0,0,0,0,1,0,20,2,10,13.2,0,0,12.4,0.5,1.79,0
2,39,1,9147,1,19,133.1,1,37,19,9,128.0,0,0,0,1,1,0,23,0,9,14.0,0,0,8.9,1.4,3.51,1
1,7,1,9556,1,4,132.0,1,5,5,2,126.978119,1,0,0,1,1,0,23,4,4,13.875,0,0,11.1,0.6,2.02,1
2,39,1,9991,0,1,120.0,1,37,37,9,133.2,1,0,0,1,1,0,23,0,5,0.0,0,0,7.6,2.6,0.32,1
1,39,1,9238,1,12,132.0,1,37,37,9,124.3,0,0,0,1,1,0,23,3,9,13.11111111111111,0,0,10.8,1.4,1.74,0
5,39,1,9991,0,1,120.0,1,37,37,9,138.1,0,0,0,1,1,1,23,0,8,13.0,0,2,16.2,0.3,-0.92,1
2,39,1,8014,0,1,133.1,1,19,1,4,144.3,0,0,0,1,1,0,23,6,10,12.5,0,0,10.8,1.4,1.74,0
2,39,1,9003,1,1,150.0,1,37,37,9,140.0,0,0,0,1,1,0,23,17,18,14.11111111111111,0,0,15.5,2.8,-4.06,0
2,39,1,9254,1,1,120.0,1,1,19,9,148.3,0,0,0,1,1,0,23,6,11,14.727272727272728,0,0,10.8,1.4,1.74,0
1,39,1,8014,0,1,133.1,1,37,11,9,96.0,0,0,1,0,1,0,23,0,6,0.0,0,0,12.4,0.5,1.79,1
2,39,1,9991,0,19,133.1,1,38,38,90,121.7,1,0,0,1,1,0,23,0,5,0.0,0,0,7.6,2.6,0.32,1
1,39,1,9119,1,1,132.0,1,37,37,9,126.978119,0,0,1,0,1,0,23,0,5,0.0,0,0,15.5,2.8,-4.06,1
2,39,1,9085,1,1,133.1,1,37,37,90,110.3,0,0,0,1,1,0,23,0,7,13.5,0,0,7.6,2.6,0.32,0
1,1,1,9500,1,1,143.0,1,3,3,2,129.0,0,0,0,1,1,0,18,0,8,13.105714285714283,0,0,10.8,1.4,1.74,0
2,39,1,9085,1,1,120.0,1,37,37,6,150.0,0,0,0,1,1,0,23,0,8,13.5,2,0,9.4,-0.8,-3.12,0
1,43,1,8014,0,1,161.0,1,19,37,4,100.0,0,0,0,1,1,0,23,9,18,11.846153846153848,0,0,12.7,3.7,-1.7,0
1,39,1,9130,1,9,133.1,1,34,36,0,107.5,0,0,0,1,1,0,29,0,5,0.0,0,0,7.6,2.6,0.32,1
4,39,1,9670,1,1,140.0,1,2,1,3,126.978119,0,0,1,0,1,0,23,0,11,14.333333333333334,0,0,12.7,3.7,-1.7,1
2,42,1,9991,0,6,123.0,1,37,37,9,123.0,0,0,0,1,1,0,23,0,10,15.8,0,0,9.4,-0.8,-3.12,0
1,43,1,9670,1,1,142.0,1,38,1,8,138.5,1,0,0,1,1,0,18,0,16,13.8,0,0,13.9,-0.3,0.79,0
1,43,1,9500,1,19,133.1,1,38,38,4,140.0,0,0,1,1,1,0,23,3,18,12.666666666666666,0,2,16.2,0.3,-0.92,1
1,1,1,9254,1,1,115.0,1,19,1,3,113.6,0,0,0,1,1,0,23,0,10,13.0,0,0,11.1,0.6,2.02,0
1,1,1,171,1,1,156.0,1,19,38,9,126.978119,1,0,0,1,1,0,22,0,0,0.0,0,0,7.6,2.6,0.32,0
1,39,1,8014,0,1,140.0,1,37,37,90,115.5,0,0,0,0,1,0,23,0,6,11.0,0,0,10.8,1.4,1.74,1
1,7,3,9130,1,3,130.0,1,37,26,90,130.0,0,0,0,0,1,0,23,0,9,0.0,4,3,10.8,1.4,1.74,1
4,7,1,9500,1,3,140.0,1,37,38,9,140.0,0,0,0,1,1,0,23,4,7,15.2,0,0,13.9,-0.3,0.79,0
1,51,1,9670,1,1,140.0,1,12,5,3,126.6,0,0,0,1,1,0,19,2,7,14.428571428571429,0,0,11.1,0.6,2.02,0
1,39,1,9991,0,1,133.1,1,37,37,9,143.2,0,0,0,1,1,0,23,0,5,0.0,0,0,11.1,0.6,2.02,1
1,1,2,171,1,1,131.0,41,19,1,4,131.4,1,0,0,1,1,0,20,0,0,0.0,0,0,7.6,2.6,0.32,0
1,43,1,9670,1,1,141.0,1,3,2,2,133.3,1,0,0,1,1,0,18,0,13,13.75,0,0,13.9,-0.3,0.79,0
1,1,1,9773,1,1,120.0,1,19,37,9,118.3,0,0,1,0,1,1,18,0,11,12.166666666666666,0,0,13.9,-0.3,0.79,1
1,44,1,9003,1,39,140.0,1,2,1,4,140.0,0,0,0,1,1,0,21,0,12,12.142857142857142,0,0,13.9,-0.3,0.79,0
1,1,1,9254,1,1,132.0,1,1,19,6,124.7,1,0,0,1,1,0,21,0,9,12.0,0,0,13.9,-0.3,0.79,0
2,39,2,9147,1,1,130.0,1,19,37,4,140.0,0,0,0,1,1,0,23,0,10,11.666666666666666,1,0,9.4,-0.8,-3.12,0
4,39,1,9130,1,1,140.0,1,37,37,6,150.0,1,0,0,1,1,0,23,0,9,0.0,0,0,16.2,0.3,-0.92,1
1,17,2,9670,1,1,110.0,1,3,3,4,115.6,1,0,0,1,1,0,21,0,10,11.875,0,0,11.1,0.6,2.02,0
1,43,1,9773,1,1,140.0,1,3,37,3,116.9,0,0,0,1,1,0,23,6,15,11.285714285714286,0,0,13.9,-0.3,0.79,0
1,17,2,9254,1,1,130.0,1,37,37,5,123.4,1,0,0,1,1,0,23,0,17,10.0,0,0,7.6,2.6,0.32,1
1,1,1,171,1,1,137.0,1,1,3,3,146.5,1,0,1,1,1,0,19,6,13,12.0,0,0,8.9,1.4,3.51,0
1,51,1,9773,1,1,158.0,1,1,19,8,117.1,1,0,0,1,1,0,20,1,7,13.833333333333334,0,0,8.9,1.4,3.51,1
1,1,1,9070,1,1,124.0,1,19,19,9,113.9,1,0,0,1,1,0,18,0,0,0.0,0,0,12.4,0.5,1.79,1
1,1,1,9254,1,1,136.0,1,3,3,2,128.7,0,0,0,1,1,0,19,0,7,14.428571428571429,0,0,8.9,1.4,3.51,0
1,17,3,9500,1,1,142.0,1,3,3,3,132.9,1,0,0,1,1,0,18,0,8,14.2,0,0,12.4,0.5,1.79,1
1,39,1,9991,0,1,150.0,1,1,19,4,123.0,0,0,0,1,1,0,27,0,8,11.5,0,0,12.7,3.7,-1.7,1
1,39,1,9773,1,12,120.0,1,1,1,9,129.8,1,0,0,1,1,0,23,0,7,13.0,0,0,9.4,-0.8,-3.12,0
2,43,1,9003,1,1,149.0,1,1,1,4,126.978119,1,0,0,0,1,0,29,0,6,0.0,0,0,15.5,2.8,-4.06,1
1,51,1,9003,1,39,130.0,1,1,19,4,120.0,1,0,1,0,1,0,22,0,12,11.333333333333334,0,0,8.9,1.4,3.51,1
1,43,1,9085,1,1,110.0,25,38,38,9,117.2,1,0,0,1,1,0,28,13,45,12.5,12,6,15.5,2.8,-4.06,0
1,39,1,9670,1,6,133.1,1,1,1,90,107.0,1,0,0,1,1,0,23,0,5,0.0,0,0,7.6,2.6,0.32,1
1,1,2,9500,1,1,134.0,1,1,1,5,128.4,1,0,0,1,0,0,18,0,7,13.471428571428572,0,0,16.2,0.3,-0.92,0
1,1,2,9670,1,1,130.0,1,38,37,5,123.4,1,0,0,1,0,0,21,0,5,11.75,0,0,9.4,-0.8,-3.12,0
1,1,1,9070,1,1,141.0,1,37,37,9,126.7,1,0,1,1,0,1,20,0,9,13.333333333333334,0,0,12.7,3.7,-1.7,0
1,42,1,9500,1,1,123.0,1,37,37,3,123.0,1,0,0,1,0,1,21,0,8,13.105,0,0,9.4,-0.8,-3.12,0
2,39,1,9991,0,19,133.1,1,19,37,7,137.2,0,0,1,0,0,0,23,0,5,0.0,0,0,10.8,1.4,1.74,1
1,1,3,9070,1,1,122.0,1,37,37,9,125.9,1,0,0,1,1,1,20,0,6,15.5,0,0,12.4,0.5,1.79,0
1,1,4,171,1,1,132.0,1,1,19,4,138.0,1,0,1,0,1,0,19,0,0,0.0,0,0,15.5,2.8,-4.06,1
1,15,1,9670,1,1,133.1,41,1,1,9,128.2,0,0,1,0,1,0,18,0,6,11.25,0,0,8.9,1.4,3.51,1
1,43,1,9991,0,1,130.0,1,37,2,9,126.5,1,0,0,0,1,0,23,10,24,11.0,0,1,7.6,2.6,0.32,1
1,1,1,9254,1,1,111.0,1,1,1,3,112.4,1,0,0,1,1,0,20,0,10,12.333333333333334,0,0,12.4,0.5,1.79,0
2,43,2,9147,1,1,133.1,1,37,37,9,109.0,1,0,0,1,0,0,23,4,18,11.375,2,0,9.4,-0.8,-3.12,0
1,17,1,9003,1,1,125.0,1,3,3,2,100.0,0,0,0,1,1,0,27,16,19,12.22222222222222,0,0,15.5,2.8,-4.06,0
1,5,1,171,1,1,137.0,1,3,19,1,144.7,1,0,0,1,1,0,20,0,0,0.0,0,0,16.2,0.3,-0.92,0
2,43,3,8014,0,19,132.0,1,37,37,9,120.0,1,0,0,1,1,0,23,5,11,12.0,0,0,9.4,-0.8,-3.12,0
1,15,1,9147,1,1,133.1,21,1,3,192,100.0,0,0,1,1,1,0,23,0,10,11.0,0,0,11.1,0.6,2.02,0
2,44,1,8014,0,39,150.0,1,1,1,5,154.0,0,0,0,1,1,0,23,12,17,14.125,0,0,12.4,0.5,1.79,0
1,1,4,9147,1,1,120.0,1,38,38,5,111.3,0,0,0,1,1,0,20,0,8,10.2,0,0,12.4,0.5,1.79,0
1,44,1,9130,1,39,150.0,1,1,1,4,150.0,1,0,0,1,0,0,20,0,7,12.0,1,0,10.8,1.4,1.74,0
1,7,1,9991,0,40,133.1,1,1,37,4,100.0,0,0,0,1,0,0,26,8,11,12.333333333333334,0,0,12.4,0.5,1.79,0
2,39,1,8014,0,1,133.1,1,37,37,9,126.978119,0,0,0,1,1,0,23,4,9,14.333333333333334,0,0,8.9,1.4,3.51,0
1,17,5,9670,1,1,132.0,1,19,19,5,134.1,1,0,0,1,1,0,21,0,6,15.166666666666666,0,0,10.8,1.4,1.74,0
1,1,1,9085,1,1,134.0,1,1,1,9,133.0,1,0,0,1,0,1,20,0,8,15.142857142857142,0,0,11.1,0.6,2.02,0
1,17,6,9773,1,1,126.0,1,1,19,5,119.0,1,0,0,1,0,0,18,0,0,0.0,0,0,12.4,0.5,1.79,1
1,1,3,9500,1,1,136.0,1,1,19,4,131.1,1,0,0,1,0,0,19,0,9,13.411428571428573,0,0,15.5,2.8,-4.06,0
1,1,2,9238,1,1,129.0,1,38,1,4,129.4,1,0,0,1,0,0,18,0,7,12.333333333333334,0,0,9.4,-0.8,-3.12,0
1,1,1,9085,1,1,126.0,1,3,1,2,123.9,1,0,0,1,0,0,19,0,13,11.8,0,0,12.4,0.5,1.79,0
1,44,1,9085,1,39,140.0,1,1,1,4,140.0,1,0,1,1,0,0,22,2,9,12.0,0,0,13.9,-0.3,0.79,1
1,43,1,9085,1,1,162.0,1,2,1,4,126.978119,0,0,0,1,0,0,19,0,7,15.0,0,0,12.4,0.5,1.79,0
1,1,1,171,1,1,148.0,1,3,2,4,131.6,1,0,0,1,0,0,21,6,12,13.875,0,1,8.9,1.4,3.51,1
1,17,1,9853,1,1,119.0,1,3,3,9,110.6,0,0,0,1,0,0,20,0,9,11.833333333333334,0,0,11.1,0.6,2.02,0
1,17,3,9773,1,1,123.0,1,1,19,5,117.4,1,0,0,1,0,1,18,0,6,12.5,0,0,16.2,0.3,-0.92,0
1,17,1,9773,1,1,150.0,1,38,38,7,137.8,1,0,0,1,0,1,18,0,6,15.0,0,0,8.9,1.4,3.51,0
1,17,1,9670,1,1,113.0,1,1,1,5,106.7,1,0,1,1,0,0,20,0,10,11.666666666666666,0,0,15.5,2.8,-4.06,1
1,1,1,9500,1,1,152.0,1,19,37,3,126.978119,0,0,0,1,0,1,18,0,10,14.668,0,0,15.5,2.8,-4.06,0
1,1,3,9500,1,1,154.0,1,3,3,1,129.0,1,0,0,1,0,0,18,0,9,13.345,2,2,9.4,-0.8,-3.12,0
1,1,2,9773,1,1,130.0,1,1,34,9,124.8,1,0,0,1,0,1,20,0,7,12.8,0,0,12.4,0.5,1.79,0
1,1,1,9238,1,1,121.0,1,1,1,1,115.1,1,0,0,1,0,0,19,0,10,10.833333333333334,0,0,11.1,0.6,2.02,0
1,1,1,9070,1,1,153.0,1,3,3,1,146.7,1,0,0,1,0,0,18,0,6,13.666666666666666,0,0,12.7,3.7,-1.7,0
1,1,1,9500,1,1,148.0,1,3,1,4,132.8,0,0,0,1,0,0,18,0,8,14.537142857142856,0,0,10.8,1.4,1.74,0
1,5,3,9085,1,1,143.0,1,37,37,0,126.978119,0,0,1,1,0,1,18,0,5,14.4,0,0,7.6,2.6,0.32,1
1,17,3,171,1,1,147.0,1,19,1,5,137.6,1,0,0,1,0,1,20,0,0,0.0,0,0,12.7,3.7,-1.7,0
1,17,1,9773,1,1,138.0,1,1,19,9,124.0,0,0,0,1,0,1,19,0,6,13.166666666666666,0,0,11.1,0.6,2.02,0
1,39,1,9500,1,1,120.0,1,3,3,2,149.0,0,0,0,0,1,0,23,0,15,11.5,0,0,15.5,2.8,-4.06,1
1,17,1,9238,1,1,145.0,1,1,40,9,129.6,0,0,0,1,0,1,19,0,7,11.333333333333334,0,0,11.1,0.6,2.02,0
1,17,3,9238,1,1,118.0,1,3,1,2,110.0,1,0,0,1,0,0,18,0,6,12.0,0,0,8.9,1.4,3.51,0
1,1,3,9773,1,1,121.0,1,19,19,3,116.1,0,0,0,1,0,1,18,0,6,13.166666666666666,0,0,12.4,0.5,1.79,0
1,1,3,9773,1,1,135.0,1,38,38,5,133.3,1,0,0,1,0,1,18,0,6,14.833333333333334,0,0,8.9,1.4,3.51,0
1,44,1,9070,1,1,140.0,1,1,1,9,144.3,1,0,0,1,0,0,19,2,7,13.0,0,0,12.4,0.5,1.79,0
1,18,3,9500,1,1,145.0,1,1,1,4,133.6,1,0,0,1,0,0,18,0,8,13.087142857142856,0,0,11.1,0.6,2.02,0
1,1,1,9130,1,1,133.0,1,1,37,9,123.2,1,0,0,1,0,1,19,0,8,13.333333333333334,0,0,8.9,1.4,3.51,0
1,1,1,9853,1,1,127.0,1,3,1,3,137.2,1,0,0,1,0,0,18,0,7,12.166666666666666,0,0,10.8,1.4,1.74,0
1,53,1,9070,1,42,130.0,1,40,19,3,130.0,1,0,0,0,0,1,22,0,8,11.0,0,0,8.9,1.4,3.51,0
1,1,2,9238,1,1,117.0,1,19,1,9,110.0,1,0,1,0,0,0,18,0,0,0.0,0,0,11.1,0.6,2.02,1
1,17,4,9147,1,1,125.0,1,19,19,5,118.0,1,0,0,1,0,0,19,0,7,13.6,0,0,8.9,1.4,3.51,0
1,1,1,9773,1,1,141.0,1,38,38,9,128.4,1,0,0,1,0,0,18,0,6,15.5,0,0,11.1,0.6,2.02,0
1,1,3,9853,1,1,122.0,1,1,3,5,113.6,0,0,0,1,0,0,19,0,7,13.857142857142858,0,0,11.1,0.6,2.02,0
1,17,2,9147,1,1,118.0,1,19,1,9,113.5,1,0,1,1,0,0,20,0,10,11.5,0,0,11.1,0.6,2.02,0
1,17,3,9070,1,1,142.0,1,1,38,3,146.9,1,0,0,1,0,1,18,0,6,13.0,0,0,16.2,0.3,-0.92,0
1,1,1,9130,1,1,143.0,1,3,3,2,141.3,0,0,1,0,0,0,23,0,10,14.0,0,0,11.1,0.6,2.02,0
1,1,4,9773,1,1,143.0,1,1,3,4,129.7,1,0,0,1,0,0,20,0,4,0.0,0,0,8.9,1.4,3.51,1
1,1,5,9070,1,1,123.0,1,3,1,9,121.3,1,0,0,1,0,0,20,0,6,11.166666666666666,0,0,12.4,0.5,1.79,0
1,1,1,9238,1,1,115.0,1,1,1,9,109.1,1,0,1,0,0,1,22,0,0,0.0,0,0,12.4,0.5,1.79,1
1,17,2,9853,1,1,112.0,1,19,38,5,107.1,1,0,0,1,0,1,18,0,8,12.142857142857142,0,0,11.1,0.6,2.02,0
1,17,1,9500,1,1,135.0,1,19,38,9,129.2,0,0,0,1,0,1,18,0,7,14.145714285714286,0,0,11.1,0.6,2.02,0
1,1,1,9500,1,1,162.0,1,3,4,3,154.1,0,0,0,1,0,0,18,0,7,14.45,0,0,11.1,0.6,2.02,0
1,1,1,9853,1,1,143.0,1,19,3,4,147.2,0,0,0,1,0,0,18,0,7,15.714285714285714,0,0,11.1,0.6,2.02,0
1,51,1,9147,1,1,130.0,1,1,1,4,120.0,0,0,0,1,0,0,21,0,9,12.8,0,0,11.1,0.6,2.02,0
1,17,1,9070,1,1,136.0,1,1,37,4,130.8,0,0,0,1,0,0,20,0,6,12.5,0,0,10.8,1.4,1.74,0
1,16,1,9070,1,1,125.0,1,1,1,4,120.8,1,0,0,1,0,0,18,0,6,14.5,0,0,12.4,0.5,1.79,0
1,17,2,9500,1,1,132.0,1,19,37,3,125.4,1,0,0,0,0,1,20,0,7,13.462857142857144,0,0,11.1,0.6,2.02,0
1,1,1,8014,0,1,123.0,1,34,37,9,121.3,1,0,0,1,0,0,25,0,6,12.833333333333334,0,0,7.6,2.6,0.32,0
1,1,1,9147,1,1,142.0,1,19,19,9,127.0,1,0,0,1,0,1,18,0,10,12.0,0,0,13.9,-0.3,0.79,0
1,1,3,171,1,1,147.0,1,12,19,9,151.6,1,0,0,1,0,0,19,0,0,0.0,0,0,13.9,-0.3,0.79,0
1,1,1,9085,1,1,140.0,6,1,19,4,131.6,1,0,0,1,0,0,20,0,9,14.714285714285714,0,0,12.4,0.5,1.79,0
1,1,2,9238,1,1,133.1,1,19,19,9,106.0,1,0,0,1,0,1,20,0,7,12.571428571428571,0,0,12.4,0.5,1.79,0
1,18,4,9773,1,1,114.0,1,1,1,9,111.6,1,0,0,1,0,1,21,0,6,12.5,0,0,11.1,0.6,2.02,0
1,17,3,9670,1,1,125.0,1,1,3,4,117.3,1,0,0,1,0,0,18,0,8,14.0,0,0,8.9,1.4,3.51,0
1,17,1,9853,1,1,127.0,1,1,1,5,121.4,1,0,0,1,0,0,18,0,8,11.571428571428571,0,0,11.1,0.6,2.02,1
1,1,3,9070,1,1,132.0,1,1,3,9,126.1,1,0,0,1,0,1,18,0,6,15.833333333333334,0,0,11.1,0.6,2.02,0
1,1,4,9500,1,1,148.0,1,19,19,4,137.0,1,0,0,1,0,0,18,0,8,14.25,0,0,9.4,-0.8,-3.12,0
1,43,1,9670,1,1,139.0,1,3,19,3,120.8,0,0,0,1,0,0,19,0,0,0.0,0,0,15.5,2.8,-4.06,1
1,17,1,9254,1,1,136.0,1,39,3,3,128.7,1,0,0,1,0,0,20,0,8,11.666666666666666,0,0,13.9,-0.3,0.79,1
1,39,1,9238,1,9,133.1,1,34,34,0,118.0,0,0,0,1,0,0,23,0,12,0.0,0,0,7.6,2.6,0.32,1
1,43,1,9130,1,1,120.0,6,1,3,9,120.0,0,0,1,1,0,0,21,2,9,13.2,2,2,10.8,1.4,1.74,0
2,39,1,9130,1,1,130.0,1,37,37,9,126.978119,0,0,0,1,1,0,23,1,11,12.0,1,1,16.2,0.3,-0.92,1
2,39,1,9119,1,1,110.0,1,37,37,90,150.0,1,0,0,1,1,0,23,0,6,0.0,0,0,7.6,2.6,0.32,1
1,1,3,9119,1,1,133.0,1,3,1,3,121.8,1,0,0,1,1,0,18,0,9,12.0,0,0,8.9,1.4,3.51,0
1,17,3,9119,1,1,138.0,1,3,3,3,125.4,1,1,0,1,1,0,19,0,10,13.333333333333334,0,0,8.9,1.4,3.51,1
1,51,1,9556,1,1,131.0,1,1,37,9,126.6,1,0,0,1,1,0,23,0,11,12.414285714285713,0,0,8.9,1.4,3.51,0
1,44,1,9130,1,39,150.0,1,3,1,2,150.0,0,0,0,0,1,0,22,0,5,0.0,0,0,12.7,3.7,-1.7,1
1,1,1,9147,1,1,125.0,1,38,1,3,114.5,1,0,0,1,1,0,19,0,5,13.8,0,0,9.4,-0.8,-3.12,0
1,1,1,9147,1,1,108.0,41,3,3,9,107.0,0,0,1,0,0,0,19,0,14,0.0,0,0,8.9,1.4,3.51,1
1,17,1,9147,1,1,116.0,1,3,1,3,115.7,0,0,0,0,1,0,22,0,10,11.5,0,0,8.9,1.4,3.51,0
1,39,1,9130,1,1,133.1,1,3,34,3,120.0,0,0,1,0,1,0,29,0,11,0.0,4,1,9.4,-0.8,-3.12,1
1,1,3,9500,1,1,147.0,1,37,38,9,134.8,1,0,0,1,0,0,18,0,7,14.016666666666666,0,0,7.6,2.6,0.32,0
1,1,1,9238,1,1,143.0,1,38,34,9,133.6,1,0,0,1,0,0,18,0,9,11.4,0,0,9.4,-0.8,-3.12,0
1,1,1,171,1,1,115.0,1,37,37,9,129.0,1,0,1,0,0,1,23,0,0,0.0,0,0,9.4,-0.8,-3.12,1
2,39,1,9991,0,1,160.0,1,1,1,194,128.4,0,0,0,1,0,0,23,0,12,10.4,0,0,12.4,0.5,1.79,0
1,17,1,9147,1,1,118.0,1,19,19,9,122.2,0,0,0,1,0,0,19,0,11,10.666666666666666,0,0,11.1,0.6,2.02,0
1,1,1,9085,1,1,122.0,1,1,1,2,113.3,1,0,0,1,0,0,18,0,9,14.25,0,0,10.8,1.4,1.74,0
1,17,6,9500,1,1,143.0,1,1,19,4,129.9,0,0,0,1,0,1,20,3,7,13.914285714285713,0,0,11.1,0.6,2.02,0
1,1,6,9500,1,1,133.0,1,3,3,1,126.2,1,0,0,1,0,0,19,0,9,13.761111111111113,0,0,15.5,2.8,-4.06,0
1,5,2,9853,1,1,122.0,1,19,19,4,112.6,1,0,0,1,0,0,22,0,10,12.6,0,0,12.7,3.7,-1.7,0
1,1,1,9238,1,1,132.0,1,19,19,9,149.0,1,0,0,1,0,1,23,0,7,13.857142857142858,0,0,10.8,1.4,1.74,0
2,39,1,9500,1,1,133.1,1,1,19,9,120.0,0,0,0,1,1,1,23,0,8,13.842857142857143,0,0,12.7,3.7,-1.7,0
1,17,4,9119,1,1,127.0,1,19,19,5,120.4,1,0,1,0,1,0,18,0,12,0.0,0,0,9.4,-0.8,-3.12,0
1,1,3,9773,1,1,140.0,1,1,39,4,128.1,1,1,0,1,1,0,21,0,6,11.8,0,0,16.2,0.3,-0.92,1
1,1,1,9238,1,1,127.0,1,1,19,4,141.7,1,0,0,1,1,0,22,0,6,12.666666666666666,0,0,10.8,1.4,1.74,1
1,39,1,9003,1,12,133.1,1,37,1,9,130.0,0,0,0,1,1,0,28,0,6,0.0,0,0,11.1,0.6,2.02,1
1,5,4,9119,1,1,115.0,1,19,37,4,113.3,1,0,0,1,1,0,23,0,7,0.0,0,0,7.6,2.6,0.32,1
1,1,1,9773,1,1,108.0,1,34,38,0,105.9,0,0,0,1,1,0,20,0,11,10.75,0,0,7.6,2.6,0.32,1
1,18,2,9119,1,1,136.0,1,1,2,5,122.7,1,0,0,1,1,0,18,0,7,12.6,0,0,13.9,-0.3,0.79,1
1,39,2,9147,1,12,133.1,1,19,38,9,120.0,1,0,1,0,1,0,28,0,5,0.0,0,0,9.4,-0.8,-3.12,1
1,44,1,9070,1,39,120.0,1,1,19,5,119.8,0,0,0,1,1,0,21,2,7,12.0,0,0,12.4,0.5,1.79,1
